Identity,Message_title,Message_body,Event_Captured_DT,PUSH_IMPRESSION,Notification_Clicked
10759,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10760,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10761,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10762,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10763,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10764,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10765,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10766,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10767,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10768,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10769,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10770,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10771,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10772,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10773,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10774,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10775,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10776,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10777,"Dear Customer,",Check your Flexi account to know your available limit and drawdown. Check Now!,2025-05-13T13:42:08.85Z,1,0
10778,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:23:53.303Z,1,0
10779,Card Update!,Your EMI Network Card is temporarily blocked basis your repayment performance. We shall review for unblocking in the next quarter.,2025-05-04T02:10:27.138Z,1,0
10780,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-04-25T14:46:22.875Z,1,0
10781,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-04-25T14:46:22.875Z,1,0
10782,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-04-24T17:49:52.874Z,1,0
10783,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-04-24T17:49:52.874Z,1,0
10784,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:56:48.873Z,1,0
10785,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:56:48.896Z,1,0
10786,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-05-07T18:22:07.382Z,1,0
10787,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-05-07T18:22:07.382Z,1,0
10788,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-05-09T12:21:38.623Z,1,0
10789,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-05-09T12:21:38.623Z,1,0
10790,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:26:27.464Z,1,0
10791,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-20T13:02:27.021Z,1,0
10792,Alert! PAN Details Required !,"In line with Reserve Bank of India directive, share your PAN details with our executive to process loan application.",2025-05-10T12:14:04.462Z,1,0
10793,Alert! PAN Details Required !,"In line with Reserve Bank of India directive, share your PAN details with our executive to process loan application.",2025-05-10T12:26:14.646Z,1,0
10794,Alert! PAN Details Required !,"In line with Reserve Bank of India directive, share your PAN details with our executive to process loan application.",2025-05-10T12:14:00.627Z,1,0
10795,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:25:04.12Z,1,0
10796,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:45:10.806Z,1,0
10797,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:29:35.494Z,1,0
10798,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:08:03.685Z,1,0
10799,UPI Alert!,Now use your mobile number to receive money from anyone using any UPI app and get exciting rewards. Setup now.,2025-04-23T13:21:42.333Z,1,0
10800,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:06:10.392Z,1,0
10801,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:47:07.182Z,1,0
10802,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:44:48.701Z,1,0
10803,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:51:42.504Z,1,0
10804,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:58:53.452Z,1,0
10805,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-20T14:00:57.745Z,1,0
10806,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:49:49.599Z,1,0
10807,Do not pay on personal a/cs ⚠,Dear Karthikaeswari M Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-05-12T17:39:23.091Z,1,0
10808,Do not pay on personal a/cs ⚠,Dear Karthikaeswari M Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-04-22T20:12:07.64Z,1,0
10809,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-11T04:50:46.402Z,1,0
10810,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:09:27.84Z,1,0
10811,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:41:21.811Z,1,0
10812,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:42:50.361Z,1,0
10813,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:58:59.182Z,1,0
10814,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:57:10.136Z,1,0
10815,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:28:33.174Z,1,0
10816,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:49:20.498Z,1,0
10817,E-Mandate Alert!,Please click  for mandate registration.,2025-04-16T21:01:27.68Z,1,0
10818,E-Mandate Alert!,Please click  for mandate registration.,2025-04-16T20:57:59.222Z,1,0
10819,E-Mandate Alert!,Please click  for mandate registration.,2025-04-16T21:11:06.608Z,1,0
10820,E-Mandate Alert!,Please click  for mandate registration.,2025-04-16T21:07:26.022Z,1,0
10821,E-Mandate Alert!,Please click  for mandate registration.,2025-04-16T21:04:14.85Z,1,0
10822,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:40:27.754Z,1,0
10823,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:45:42.711Z,1,0
10824,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:34:06.796Z,1,0
10825,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:34:06.796Z,1,0
10826,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:34:06.796Z,1,0
10827,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:34:06.796Z,1,0
10828,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:34:06.796Z,1,0
10829,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:34:06.796Z,1,0
10830,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:34:06.796Z,1,0
10831,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:42:02.034Z,1,0
10832,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:41:57.694Z,1,0
10833,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-18T15:01:41.524Z,1,0
10834,Alert! PAN Details Required !,"In line with Reserve Bank of India directive, share your PAN details with our executive to process loan application.",2025-05-11T17:06:54.921Z,1,0
10835,Alert! PAN Details Required !,"In line with Reserve Bank of India directive, share your PAN details with our executive to process loan application.",2025-05-11T17:07:05.083Z,1,0
10836,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:24:38.848Z,1,0
10837,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:24:03.084Z,1,0
10838,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:24:06.475Z,1,0
10839,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:28:20.845Z,1,0
10840,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:57:43.945Z,1,0
10841,💡 Skip the Branch—Pay Closer to Home!,"Why wait in line at the branch? Find your nearest BC (Business Correspondent) Center and make your payment quickly and easily.
👉 It’s faster, closer, and just as secure.",2025-05-02T17:36:45.999Z,1,0
10842,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:28:15.123Z,1,0
10843,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:02:13.982Z,1,0
10844,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:27:20.886Z,1,0
10845,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-04-27T16:39:17.841Z,1,0
10846,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T10:49:45.871Z,1,0
10847,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:09:57.288Z,1,0
10848,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:22:30.499Z,1,0
10849,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T10:46:55.721Z,1,0
10850,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:16:20.275Z,1,0
10851,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:13:02.409Z,1,0
10852,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:19:01.662Z,1,0
10853,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T10:58:42.176Z,1,0
10854,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T10:53:35.951Z,1,0
10855,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T10:57:05.553Z,1,0
10856,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:41:08.76Z,1,0
10857,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:41:23.902Z,1,0
10858,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:41:07.982Z,1,0
10859,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:09:13.76Z,1,0
10860,Bajaj Finance Helpline Update!,Thank you for reaching us. Click to raise a request and we will respond to you shortly.,2025-05-07T17:58:52.506Z,1,0
10861,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:10:26.734Z,1,0
10862,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:18:20.519Z,1,0
10863,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:18:22.644Z,1,0
10864,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T14:03:40.596Z,1,0
10865,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:54:06.175Z,1,0
10866,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:45:58.139Z,1,0
10867,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:13:07.833Z,1,0
10868,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:30:20.373Z,1,0
10869,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:30:20.373Z,1,0
10870,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-19T13:35:14.042Z,1,0
10871,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:23:15.75Z,1,0
10872,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:11:13.856Z,1,0
10873,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:06:49.35Z,1,0
10874,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:06:50.273Z,1,0
10875,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T13:47:09.92Z,1,0
10876,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:35:48.278Z,1,0
10877,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-20T11:16:16.546Z,1,0
10878,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-05-09T14:25:46.268Z,1,0
10879,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:24:05.038Z,1,0
10880,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-05-08T20:10:49.229Z,1,0
10881,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-05-08T20:10:49.229Z,1,0
10882,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-05-08T20:10:49.229Z,1,0
10883,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-05-09T14:34:53.066Z,1,0
10884,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-05-09T14:34:53.066Z,1,0
10885,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-05-09T14:34:53.066Z,1,0
10886,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-05-05T20:15:50.959Z,1,0
10887,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-05-05T20:15:50.959Z,1,0
10888,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-05-05T20:15:50.959Z,1,0
10889,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:15:30.588Z,1,0
10890,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:52:04.423Z,1,0
10891,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:04:54.016Z,1,0
10892,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:01:51.923Z,1,0
10893,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:23:06.745Z,1,0
10894,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:23:06.745Z,1,0
10895,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:23:06.691Z,1,0
10896,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:23:06.691Z,1,0
10897,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:51:53.839Z,1,0
10898,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:51:53.932Z,1,0
10899,रसीद चेतावनी 🧾,प्रिय Raju Dandle  किसी सहयोगी/कर्मचारी को भुगतान करने के बाद भुगतान रसीद प्राप्त करना सुनिश्चित करें।,2025-04-26T17:15:06.758Z,1,0
10900,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:06:42.442Z,1,0
10901,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:56:46.261Z,1,0
10902,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:07:02.194Z,1,0
10903,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:52:56.813Z,1,0
10904,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:08:05.542Z,1,0
10905,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:08:05.498Z,1,0
10906,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:49:31.66Z,1,0
10907,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-20T14:21:25.974Z,1,0
10908,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:56:21.783Z,1,0
10909,Wallet Created!,"Add Money, Recharge and Pay Bills using your newly created Bajaj Pay Wallet. T&C's Apply.",2025-05-10T10:18:38.301Z,1,0
10910,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:09:56.075Z,1,0
10911,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:09:56.051Z,1,0
10912,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:59:56.037Z,1,0
10913,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:04:23.335Z,1,0
10914,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:04:23.349Z,1,0
10915,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:01:26.684Z,1,0
10916,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:27:07.451Z,1,0
10917,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:27:06.979Z,1,0
10918,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:39:03.723Z,1,0
10919,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:57:39.665Z,1,0
10920,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:50:19.755Z,1,0
10921,Card Update!,Your Digital EMI Network Card will be activated on date communicated on registered mobile number. Click o view your card.,2025-05-13T16:56:45.501Z,1,0
10922,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:13:24.634Z,1,0
10923,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:13:24.428Z,1,0
10924,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:18:40.506Z,1,0
10925,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:18:40.49Z,1,0
