Identity,Message_title,Message_body,Event_Captured_DT,PUSH_IMPRESSION,Notification_Clicked,Bussiness
10959,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-21T17:13:35.686Z,1,0,FD
10960,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-21T17:13:35.686Z,1,0,LI
10961,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-21T17:13:35.686Z,1,0,PL
10962,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-21T17:13:35.686Z,1,0,FD
10963,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-21T17:13:35.686Z,1,0,LI
10964,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T18:39:04.327Z,1,0,PL
10965,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T18:39:04.327Z,1,0,FD
10966,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T18:39:04.327Z,1,0,LI
10967,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T18:39:04.327Z,1,0,PL
10968,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T18:39:04.327Z,1,0,FD
10969,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T18:39:04.327Z,1,0,LI
10970,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T23:15:20.896Z,1,0,PL
10971,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T23:15:20.896Z,1,0,FD
10972,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T23:15:20.896Z,1,0,LI
10973,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T23:15:20.896Z,1,0,PL
10974,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T23:15:20.896Z,1,0,FD
10975,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T23:15:20.896Z,1,0,LI
10976,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-05-09T14:34:16.394Z,1,0,PL
10977,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-05-09T14:34:16.394Z,1,0,FD
10978,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-05-09T14:34:16.394Z,1,0,LI
10979,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-05-09T14:34:16.394Z,1,0,PL
10980,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-05-09T14:34:16.394Z,1,0,FD
10981,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-05-09T14:34:16.394Z,1,0,LI
10982,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:48:54.554Z,1,0,PL
10983,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,FD
10984,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,LI
10985,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,PL
10986,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,FD
10987,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,LI
10988,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,PL
10989,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,FD
10990,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,LI
10991,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,PL
10992,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-04-28T14:26:32.321Z,1,1,FD
10993,Overdue Alert!,Your payment’s overdue! Let’s turn that into ‘paid’ today. Click to pay now. *Ignore if paid,2025-04-18T20:14:20.386Z,1,0,LI
10994,Overdue Alert!,Your payment’s overdue! Let’s turn that into ‘paid’ today. Click to pay now. *Ignore if paid,2025-04-18T20:14:20.386Z,1,0,PL
10995,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:08:13.238Z,1,0,FD
10996,💳 Check Your EMI Card Limit!,📲 अभी जानें अपने EMI कार्ड की लिमिट और करें बेझिझक ख़रीदारी!,2025-04-19T19:07:48.301Z,1,0,LI
10997,💳 Check Your EMI Card Limit!,📲 अभी जानें अपने EMI कार्ड की लिमिट और करें बेझिझक ख़रीदारी!,2025-04-19T19:07:52.426Z,1,0,PL
10998,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:51:10.281Z,1,0,FD
10999,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:54:07.453Z,1,0,LI
11000,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:54:31.409Z,1,0,PL
11001,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:40:50.561Z,1,0,FD
11002,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-18T20:16:44.246Z,1,0,LI
11003,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:03:09.834Z,1,0,PL
11004,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:32:37.88Z,1,0,FD
11005,Thank you for showing interest!,"To avail EMI finance, shop at nearby partner store.",2025-05-01T14:43:03.978Z,1,0,LI
11006,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:26:43.778Z,1,0,PL
11007,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:44:30.105Z,1,0,FD
11008,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:06:42.846Z,1,0,LI
11009,UPI Alert!,Now use your mobile number to receive money from anyone using any UPI app and get exciting rewards. Setup now.,2025-05-01T19:41:33.916Z,1,0,PL
11010,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-01T19:40:09.988Z,1,0,FD
11011,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-01T19:40:49.583Z,1,0,LI
11012,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:27:03.848Z,1,0,PL
11013,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:02:42.877Z,1,0,FD
11014,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:55:59.31Z,1,0,LI
11015,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:56:01.305Z,1,0,PL
11016,Wallet upgraded!,Transaction limit of Bajaj Pay Wallet is increased as per KYC details available with us.T&C's Apply.,2025-04-30T18:44:39.387Z,1,0,FD
11017,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-01T23:16:53.584Z,1,0,LI
11018,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:13:34.032Z,1,0,PL
11019,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:05:55.79Z,1,0,FD
11020,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T13:48:33.914Z,1,0,LI
11021,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T13:48:36.377Z,1,0,PL
11022,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:03:19.799Z,1,0,FD
11023,Congratulations !!!,Your Digital EMI Network Card is now active. Shop & avail the benefits. Click here to download your card.,2025-04-25T08:16:33.856Z,1,0,LI
11024,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:46:11.308Z,1,0,PL
11025,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:46:11.889Z,1,0,FD
11026,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:06:00.721Z,1,0,LI
11027,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:04:55.206Z,1,0,PL
11028,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:04:55.203Z,1,0,FD
11029,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:17:29.63Z,1,0,LI
11030,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:17:30.091Z,1,0,PL
11031,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:23:58.782Z,1,0,FD
11032,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:23:58.772Z,1,0,LI
11033,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:56:35.485Z,1,0,PL
11034,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:46:17.977Z,1,0,FD
11035,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:58:30.749Z,1,0,LI
11036,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:56:01.451Z,1,0,PL
11037,Do not pay on personal a/cs ⚠,Dear MOHAMMAD RAFIQUE CHOUDHARY Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-05-12T17:26:43.357Z,1,0,FD
11038,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-20T11:18:08.977Z,1,0,LI
11039,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:07:32.804Z,1,0,PL
11040,UPI Alert!,Now use your mobile number to receive money from anyone using any UPI app and get exciting rewards. Setup now.,2025-05-14T13:04:10.411Z,1,0,FD
11041,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:02:25.024Z,1,0,LI
11042,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:10:18.685Z,1,0,PL
11043,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:10:18.605Z,1,0,FD
11044,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-06T18:00:44.684Z,1,0,LI
11045,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-06T18:00:44.684Z,1,0,PL
11046,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:10:44.078Z,1,0,FD
11047,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:10:44.078Z,1,0,LI
11048,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:27:29.98Z,1,0,PL
11049,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:56:30.571Z,1,0,FD
11050,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:56:30.583Z,1,0,LI
11051,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:05:17.551Z,1,0,PL
11052,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-05-06T16:52:19.415Z,1,0,FD
11053,Card Update!,Your Digital EMI Network Card will be activated on date communicated on registered mobile number. Click o view your card.,2025-05-03T14:17:11.709Z,1,0,LI
11054,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:07:13.3Z,1,0,PL
11055,UPI Alert!,Now use your mobile number to receive money from anyone using any UPI app and get exciting rewards. Setup now.,2025-05-14T21:44:46.804Z,1,0,FD
11056,Welcome!,"You can easily view your product information in just a single click.
Tap to know more about your recent purchased Insurance & VAS related benefits.",2025-04-18T18:59:04.435Z,1,0,LI
11057,Card Update!,Your Digital EMI Network Card will be activated on date communicated on registered mobile number. Click o view your card.,2025-05-02T22:21:36.337Z,1,0,PL
11058,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-14T22:12:20.973Z,1,0,FD
11059,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:38:45.815Z,1,0,LI
11060,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:55:48.834Z,1,0,PL
11061,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T19:02:21.868Z,1,0,FD
11062,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:56:40.323Z,1,0,LI
11063,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:56:50.333Z,1,0,PL
11064,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:20:20.21Z,1,0,FD
11065,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:47:26.572Z,1,0,LI
11066,E-Mandate Alert!,Please click  for mandate registration.,2025-04-24T13:55:46.034Z,1,0,PL
11067,E-Mandate Alert!,Please click  for mandate registration.,2025-04-24T13:58:58.509Z,1,0,FD
11068,E-Mandate Alert!,Please click  for mandate registration.,2025-04-24T13:54:09.651Z,1,0,LI
11069,E-Mandate Alert!,Please click  for mandate registration.,2025-04-24T13:49:57.093Z,1,0,PL
11070,E-Mandate Alert!,Please click  for mandate registration.,2025-04-24T13:47:55.378Z,1,0,FD
11071,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:48:39.814Z,1,0,LI
11072,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:52:39.386Z,1,0,PL
11073,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:58:55.212Z,1,0,FD
11074,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-05-06T12:07:37.795Z,1,0,LI
11075,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T20:58:30.933Z,1,0,PL
11076,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T20:58:32.74Z,1,0,FD
11077,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:29:13.254Z,1,0,LI
11078,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:15:56.352Z,1,0,PL
11079,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:53:15.251Z,1,0,FD
11080,🎯 Credit Score Matters!,📲 जानिए आपका स्कोर और कैसे कर सकते हैं सुधार!,2025-04-29T20:18:36.788Z,1,0,LI
11081,Do not pay on personal a/cs ⚠,Dear SUMAN BAIRAGI Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-05-12T17:26:26.675Z,1,0,PL
11082,Do not pay on personal a/cs ⚠,Dear SUMAN BAIRAGI Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-05-12T17:26:26.629Z,1,0,FD
11083,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-16T14:29:55.945Z,1,0,LI
11084,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:27:19.437Z,1,0,PL
11085,Alert! PAN Details Required !,"In line with Reserve Bank of India directive, share your PAN details with our executive to process loan application.",2025-05-07T17:58:11.455Z,1,0,FD
11086,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:26:46.179Z,1,0,LI
11087,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:26:46.149Z,1,0,PL
11088,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:59:10.995Z,1,0,FD
11089,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:59:13.089Z,1,0,LI
11090,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:10:54.661Z,1,0,PL
11091,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:56:33.942Z,1,0,FD
11092,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:27:24.311Z,1,0,LI
11093,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:44:04.001Z,1,1,PL
11094,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:48:55.468Z,1,0,FD
11095,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:24:32.695Z,1,0,LI
11096,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:56:46.048Z,1,0,PL
11097,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:48:15.531Z,1,0,FD
11098,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:48:16.608Z,1,0,LI
11099,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:48:16.641Z,1,0,PL
11100,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:04:56.654Z,1,0,FD
11101,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:50:25.371Z,1,0,LI
11102,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:50:23.453Z,1,0,PL
11103,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:50:18.625Z,1,0,FD
11104,Do not pay on personal a/cs ⚠,Dear GHASI TAKRI Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-05-12T17:37:28.739Z,1,0,LI
11105,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-05-13T17:21:13.119Z,1,0,PL
11106,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-05-13T17:21:13.119Z,1,0,FD
11107,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:26:59.139Z,1,0,LI
11108,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:56:35.507Z,1,0,PL
11109,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:01:01.758Z,1,0,FD
11110,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:56:19.93Z,1,0,LI
11111,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-24T16:07:15.391Z,1,0,PL
11112,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:42:00.456Z,1,0,FD
11113,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T13:47:51.639Z,1,0,LI
11114,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:57:07.036Z,1,1,PL
11115,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:57:04.973Z,1,1,FD
11116,💳 Check Your EMI Card Limit!,📲 अभी जानें अपने EMI कार्ड की लिमिट और करें बेझिझक ख़रीदारी!,2025-04-19T19:09:12.64Z,1,0,LI
11117,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:29:41.25Z,1,0,PL
11118,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:29:38.568Z,1,0,FD
11119,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-18T17:02:49.453Z,1,0,LI
11120,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-11T01:02:04.716Z,1,0,PL
11121,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-11T01:02:04.716Z,1,0,FD
11122,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-11T01:02:08.959Z,1,0,LI
11123,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-11T01:02:08.959Z,1,0,PL
11124,Welcome!,"You can easily view your product information in just a single click.
Tap to know more about your recent purchased Insurance & VAS related benefits.",2025-04-23T14:55:28.312Z,1,0,FD
